date,description,amount,category
2024-06-28,Starbucks,-38.72,Dining
2024-06-30,Amazon,-53.18,Shopping
2024-07-01,Aldi,-91.62,Groceries
2024-07-01,Apple TV+,-96.46,Entertainment
2024-07-01,Walgreens,-270.14,Healthcare
2024-07-02,New York Times,-19.36,Subscriptions
2024-07-02,Travel Insurance,-1920.53,Travel
2024-07-03,Dunkin' Donuts,-56.94,Dining
2024-07-03,AMC Theaters,-139.65,Entertainment
2024-07-03,Online Courses,-118.32,Education
2024-07-04,Trader Joe's,-81.53,Groceries
2024-07-04,Meijer,-97.46,Groceries
2024-07-04,Rental Insurance,-2339.99,Housing
2024-07-04,Cleaning Service,-1628.81,Housing
2024-07-06,Costco,-121.0,Groceries
2024-07-06,Home Depot,-245.29,Shopping
2024-07-07,Starbucks,-20.17,Dining
2024-07-07,Chevron,-8.67,Transportation
2024-07-07,Tutoring Services,-513.69,Education
2024-07-08,Albertsons,-169.86,Groceries
2024-07-08,Hertz,-90.76,Transportation
2024-07-08,Internet Provider,-157.14,Utilities
2024-07-08,UnitedHealthcare,-213.29,Healthcare
2024-07-10,Doctor's Office,-359.57,Healthcare
2024-07-13,Local Restaurant,-67.21,Dining
2024-07-13,Apple Store,-282.58,Shopping
2024-07-14,Taco Bell,-38.08,Dining
2024-07-14,Blue Cross,-127.6,Healthcare
2024-07-14,School Supplies,-277.01,Education
2024-07-15,Vision Care,-40.42,Healthcare
2024-07-16,Amazon,-154.72,Shopping
2024-07-16,Aetna,-75.77,Healthcare
2024-07-16,Nike,-87.29,Fitness
2024-07-17,Rite Aid,-241.31,Healthcare
2024-07-19,Local Restaurant,-38.0,Dining
2024-07-20,Gas Station,-242.32,Transportation
2024-07-20,Storage Unit,-1555.46,Housing
2024-07-20,Apartment Management,-1522.32,Housing
2024-07-20,Doctor's Office,-229.57,Healthcare
2024-07-22,Albertsons,-39.3,Groceries
2024-07-22,Trader Joe's,-28.21,Groceries
2024-07-22,Kohl's,-100.49,Shopping
2024-07-22,Sephora,-43.39,Shopping
2024-07-22,Live Nation,-113.34,Entertainment
2024-07-22,Phone Bill,-212.23,Utilities
2024-07-22,Udemy,-560.16,Education
2024-07-22,McGraw-Hill,-391.59,Education
2024-07-25,Chick-fil-A,-70.33,Dining
2024-07-25,Public Transit,-63.32,Transportation
2024-07-26,Car Wash,-241.93,Transportation
2024-07-26,UnitedHealthcare,-168.5,Healthcare
2024-07-28,ConEd,-182.16,Utilities
2024-07-29,Aldi,-131.13,Groceries
2024-07-29,Olive Garden,-16.59,Dining
2024-07-29,Chegg,-374.85,Education
2024-07-30,Albertsons,-187.01,Groceries
2024-07-31,Sprouts,-59.19,Groceries
2024-08-01,ShopRite,-179.78,Groceries
2024-08-01,Whole Foods,-179.11,Groceries
2024-08-01,Five Guys,-70.88,Dining
2024-08-02,Safeway,-172.32,Groceries
2024-08-03,Wegmans,-195.3,Groceries
2024-08-03,Aldi,-105.16,Groceries
2024-08-03,Paramount+,-113.51,Entertainment
2024-08-03,Doctor's Office,-113.2,Healthcare
2024-08-05,Phone Bill,-140.49,Utilities
2024-08-05,Skillshare,-129.55,Education
2024-08-06,Urgent Care,-371.82,Healthcare
2024-08-06,Coursera,-227.82,Education
2024-08-07,Tuition Payment,-720.43,Education
2024-08-08,Taxi Service,-145.74,Transportation
2024-08-09,Apple Music,-121.04,Entertainment
2024-08-11,Home Insurance,-2533.66,Housing
2024-08-11,Resort Fees,-275.46,Travel
2024-08-11,Hilton,-1478.65,Travel
2024-08-12,Pizza Hut,-55.58,Dining
2024-08-13,Domino's Pizza,-30.14,Dining
2024-08-14,Hobby Lobby,-282.41,Shopping
2024-08-15,Marshalls,-157.35,Shopping
2024-08-15,Xfinity,-285.37,Utilities
2024-08-16,Laboratory Services,-273.97,Healthcare
2024-08-17,Nordstrom,-189.17,Shopping
2024-08-20,Supplement Store,-40.2,Fitness
2024-08-20,Kindle Unlimited,-36.49,Subscriptions
2024-08-21,Safeway,-106.06,Groceries
2024-08-21,Safeway,-33.59,Groceries
2024-08-21,Target,-240.66,Shopping
2024-08-21,Walmart,-207.6,Shopping
2024-08-23,Sprouts,-33.75,Groceries
2024-08-24,Chipotle,-72.83,Dining
2024-08-24,Vacation Rental,-682.57,Travel
2024-08-25,Five Guys,-18.41,Dining
2024-08-25,School Supplies,-96.71,Education
2024-08-26,Gas Bill,-56.65,Utilities
2024-08-26,Apartment Management,-1602.95,Housing
2024-08-27,Exxon,-127.99,Transportation
2024-08-27,Physical Therapy,-312.93,Healthcare
2024-08-28,BP,-244.38,Transportation
2024-08-29,Publix,-29.42,Groceries
2024-08-29,Wendy's,-55.15,Dining
2024-08-30,Parking,-173.1,Transportation
2024-08-31,Marshalls,-92.11,Shopping
2024-09-01,PG&E,-114.85,Utilities
2024-09-01,Hospital,-477.31,Healthcare
2024-09-02,Spectrum,-177.55,Utilities
2024-09-03,Doctor's Office,-378.54,Healthcare
2024-09-04,Airline Tickets,-246.28,Transportation
2024-09-07,Costco,-53.41,Groceries
2024-09-07,Best Buy,-272.27,Shopping
2024-09-08,College Board,-192.69,Education
2024-09-09,Cigna,-487.23,Healthcare
2024-09-10,Apple Store,-90.36,Shopping
2024-09-10,Amazon,-232.83,Shopping
2024-09-10,Home Insurance,-3052.84,Housing
2024-09-10,Textbooks,-368.48,Education
2024-09-11,Costco,-196.1,Groceries
2024-09-11,ShopRite,-123.57,Groceries
2024-09-11,Macy's,-66.72,Shopping
2024-09-11,Chevron,-33.48,Transportation
2024-09-13,HBO Max,-137.85,Entertainment
2024-09-13,YouTube Premium,-86.35,Entertainment
2024-09-14,Wegmans,-24.82,Groceries
2024-09-14,Gap,-34.4,Shopping
2024-09-16,Pizza Hut,-21.04,Dining
2024-09-17,Cigna,-399.53,Healthcare
2024-09-18,Aetna,-408.26,Healthcare
2024-09-19,Dunkin' Donuts,-10.34,Dining
2024-09-19,Gas Bill,-214.85,Utilities
2024-09-19,Sports League Fees,-127.07,Fitness
2024-09-20,Car Repair,-26.62,Transportation
2024-09-20,Travel Insurance,-1184.95,Travel
2024-09-20,Delta Airlines,-137.35,Travel
2024-09-21,Burger King,-38.84,Dining
2024-09-21,MasterClass,-343.15,Education
2024-09-21,Personal Trainer,-31.23,Fitness
2024-09-21,Medium,-37.93,Subscriptions
2024-09-22,Albertsons,-62.2,Groceries
2024-09-22,Water Service,-297.67,Utilities
2024-09-24,Resort Fees,-324.41,Travel
2024-09-25,Meijer,-193.12,Groceries
2024-09-25,UnitedHealthcare,-423.45,Healthcare
2024-09-25,Kindle Unlimited,-27.91,Subscriptions
2024-09-26,Whole Foods,-165.67,Groceries
2024-09-28,McGraw-Hill,-542.65,Education
2024-09-29,Etsy,-180.32,Shopping
2024-09-29,Regal Cinemas,-109.35,Entertainment
2024-09-29,Pharmacy,-427.4,Healthcare
2024-09-30,ShopRite,-130.04,Groceries
2024-09-30,Uber,-240.96,Transportation
2024-10-01,Rite Aid,-343.98,Healthcare
2024-10-01,Physical Therapy,-211.6,Healthcare
2024-10-02,Whole Foods,-52.66,Groceries
2024-10-02,Spotify,-21.85,Entertainment
2024-10-03,Taxi Service,-125.5,Transportation
2024-10-03,Health Insurance,-183.38,Healthcare
2024-10-04,Old Navy,-169.74,Shopping
2024-10-05,Regal Cinemas,-111.22,Entertainment
2024-10-06,Save-A-Lot,-199.36,Groceries
2024-10-06,Airline Tickets,-178.88,Transportation
2024-10-07,Aldi,-61.93,Groceries
2024-10-09,Student Loans,-499.62,Education
2024-10-10,Wegmans,-136.76,Groceries
2024-10-10,Furniture Rental,-2380.4,Housing
2024-10-11,H-E-B,-186.48,Groceries
2024-10-12,Mental Health Services,-374.91,Healthcare
2024-10-13,Sephora,-152.63,Shopping
2024-10-13,Cigna,-75.68,Healthcare
2024-10-14,Olive Garden,-18.75,Dining
2024-10-14,Vacation Rental,-1808.87,Travel
2024-10-15,Concert Tickets,-101.85,Entertainment
2024-10-15,DirecTV,-215.78,Utilities
2024-10-15,Home Warranty,-1445.02,Housing
2024-10-16,Wendy's,-52.65,Dining
2024-10-16,Walgreens,-76.02,Healthcare
2024-10-17,Whole Foods,-76.65,Groceries
2024-10-17,Food Lion,-195.6,Groceries
2024-10-17,Taco Bell,-60.6,Dining
2024-10-17,Hulu,-85.94,Entertainment
2024-10-18,H-E-B,-77.73,Groceries
2024-10-18,In-N-Out Burger,-74.91,Dining
2024-10-20,Wegmans,-91.77,Groceries
2024-10-21,Food Lion,-160.31,Groceries
2024-10-21,Car Repair,-123.33,Transportation
2024-10-21,edX,-691.14,Education
2024-10-22,HBO Max,-74.08,Entertainment
2024-10-22,Lawn Service,-2252.05,Housing
2024-10-22,Pearson,-768.21,Education
2024-10-23,Dental Care,-419.1,Healthcare
2024-10-24,Tidal,-103.91,Entertainment
2024-10-24,Moving Service,-1252.75,Housing
2024-10-27,Wegmans,-65.43,Groceries
2024-10-27,Laboratory Services,-33.05,Healthcare
2024-10-28,Subway,-21.86,Dining
2024-10-29,Exxon,-46.1,Transportation
2024-10-31,Cruise Line,-1148.57,Travel
2024-11-01,Safeway,-66.76,Groceries
2024-11-01,Bowling Alley,-89.5,Entertainment
2024-11-02,Rite Aid,-425.77,Healthcare
2024-11-04,TJ Maxx,-101.98,Shopping
2024-11-05,Newegg,-84.14,Shopping
2024-11-06,Food Lion,-84.3,Groceries
2024-11-06,Publix,-199.62,Groceries
2024-11-07,Aldi,-105.77,Groceries
2024-11-08,Whole Foods,-102.94,Groceries
2024-11-10,Dunkin' Donuts,-42.32,Dining
2024-11-10,Best Buy,-170.58,Shopping
2024-11-10,MasterClass,-425.43,Education
2024-11-11,Pizza Hut,-55.04,Dining
2024-11-11,Vision Care,-59.74,Healthcare
2024-11-12,Save-A-Lot,-74.27,Groceries
2024-11-13,Ticketmaster,-114.45,Entertainment
2024-11-13,Car Wash,-31.04,Transportation
2024-11-13,Airline Tickets,-143.4,Transportation
2024-11-13,Expedia,-941.99,Travel
2024-11-14,In-N-Out Burger,-37.81,Dining
2024-11-14,Ulta Beauty,-284.13,Shopping
2024-11-16,Panera Bread,-59.44,Dining
2024-11-16,Water Service,-181.69,Utilities
2024-11-18,Netflix,-147.87,Entertainment
2024-11-18,Public Transit,-245.52,Transportation
2024-11-19,Save-A-Lot,-82.3,Groceries
2024-11-21,Airline Tickets,-135.9,Transportation
2024-11-21,Furniture Rental,-3179.05,Housing
2024-11-22,Parking,-248.01,Transportation
2024-11-23,AMC Theaters,-116.65,Entertainment
2024-11-23,Spectrum,-251.46,Utilities
2024-11-24,Personal Trainer,-155.94,Fitness
2024-11-25,Safeway,-145.84,Groceries
2024-11-25,Publix,-181.82,Groceries
2024-11-25,Blue Cross,-241.38,Healthcare
2024-11-25,School Supplies,-394.96,Education
2024-11-26,Lyft,-207.94,Transportation
2024-11-26,Pep Boys,-33.63,Transportation
2024-11-26,Lawn Service,-3445.23,Housing
2024-11-27,Waste Management,-234.45,Utilities
2024-11-27,Cigna,-427.43,Healthcare
2024-11-28,Sprouts,-194.95,Groceries
2024-11-28,Hospital,-315.63,Healthcare
2024-11-28,Chegg,-960.17,Education
2024-11-28,Udemy,-721.15,Education
2024-11-29,Whole Foods,-77.62,Groceries
2024-11-30,ShopRite,-165.34,Groceries
2024-11-30,Airline Tickets,-169.57,Transportation
2024-11-30,Tuition Payment,-424.29,Education
2024-12-02,Safeway,-126.5,Groceries
2024-12-02,Panera Bread,-9.77,Dining
2024-12-02,Gas Station,-100.52,Transportation
2024-12-02,Home Insurance,-2084.29,Housing
2024-12-03,Movie Theater,-69.23,Entertainment
2024-12-03,Pharmacy,-152.54,Healthcare
2024-12-04,Pizza Hut,-73.21,Dining
2024-12-05,Tutoring Services,-636.95,Education
2024-12-06,Waste Management,-161.06,Utilities
2024-12-08,Pizza Hut,-69.41,Dining
2024-12-08,Cigna,-20.73,Healthcare
2024-12-09,Kroger,-146.77,Groceries
2024-12-10,Tuition Payment,-723.35,Education
2024-12-10,Adobe Creative Cloud,-27.49,Subscriptions
2024-12-11,Wegmans,-46.67,Groceries
2024-12-11,Mortgage,-829.12,Housing
2024-12-12,Taco Bell,-67.59,Dining
2024-12-12,TJ Maxx,-183.06,Shopping
2024-12-13,Sprouts,-149.69,Groceries
2024-12-13,Applebee's,-8.65,Dining
2024-12-14,Panda Express,-25.52,Dining
2024-12-14,Moving Service,-1047.95,Housing
2024-12-15,Subway,-23.58,Dining
2024-12-15,Macy's,-293.16,Shopping
2024-12-16,Dropbox,-15.22,Subscriptions
2024-12-17,Pearson,-956.88,Education
2024-12-18,Kroger,-116.32,Groceries
2024-12-18,PlayStation Plus,-34.29,Subscriptions
2024-12-19,Domino's Pizza,-72.96,Dining
2024-12-19,Newegg,-119.29,Shopping
2024-12-19,Jiffy Lube,-63.69,Transportation
2024-12-20,Costco,-190.22,Groceries
2024-12-20,Security Deposit,-1249.64,Housing
2024-12-23,Sprouts,-192.65,Groceries
2024-12-24,Amazon Prime,-115.39,Entertainment
2024-12-24,Urgent Care,-294.21,Healthcare
2024-12-24,Travel Agency,-867.78,Travel
2024-12-25,Kroger,-63.29,Groceries
2024-12-25,Albertsons,-139.54,Groceries
2024-12-26,Save-A-Lot,-191.4,Groceries
2024-12-26,Shell,-125.87,Transportation
2024-12-27,Lyft,-31.81,Transportation
2024-12-28,Jiffy Lube,-22.82,Transportation
2024-12-29,Solar City,-42.66,Utilities
2024-12-31,Local Restaurant,-18.57,Dining
2024-12-31,Amazon,-165.93,Shopping
2024-12-31,Pest Control,-1595.89,Housing
2025-01-02,Applebee's,-54.99,Dining
2025-01-02,Vision Care,-119.85,Healthcare
2025-01-02,Medium,-21.54,Subscriptions
2025-01-03,Kroger,-112.47,Groceries
2025-01-04,Meijer,-110.07,Groceries
2025-01-04,Aldi,-199.91,Groceries
2025-01-04,Burger King,-46.95,Dining
2025-01-04,Live Nation,-120.62,Entertainment
2025-01-05,Etsy,-88.36,Shopping
2025-01-06,eBay,-264.93,Shopping
2025-01-06,Walmart,-177.41,Shopping
2025-01-06,ConEd,-177.32,Utilities
2025-01-07,Textbooks,-317.5,Education
2025-01-08,Marshalls,-85.06,Shopping
2025-01-09,Movie Theater,-142.08,Entertainment
2025-01-09,Microsoft 365,-11.4,Subscriptions
2025-01-11,Five Guys,-62.34,Dining
2025-01-11,Chipotle,-73.49,Dining
2025-01-11,Cigna,-400.19,Healthcare
2025-01-12,Duke Energy,-292.43,Utilities
2025-01-13,Home Depot,-140.23,Shopping
2025-01-13,Car Repair,-184.62,Transportation
2025-01-14,Waste Management,-118.16,Utilities
2025-01-15,Wendy's,-21.56,Dining
2025-01-15,Mortgage,-1317.17,Housing
2025-01-15,Mental Health Services,-304.19,Healthcare
2025-01-16,Local Restaurant,-35.8,Dining
2025-01-16,Amazon,-189.87,Shopping
2025-01-17,McDonald's,-54.58,Dining
2025-01-17,HBO Max,-20.26,Entertainment
2025-01-17,Wall Street Journal,-26.47,Subscriptions
2025-01-18,Publix,-159.87,Groceries
2025-01-18,Exxon,-15.81,Transportation
2025-01-18,Airbnb,-1680.66,Travel
2025-01-19,Chick-fil-A,-48.76,Dining
2025-01-19,Midas,-33.32,Transportation
2025-01-20,Moving Service,-1302.76,Housing
2025-01-20,Aetna,-486.49,Healthcare
2025-01-20,McGraw-Hill,-994.81,Education
2025-01-20,Online Courses,-382.94,Education
2025-01-20,Delta Airlines,-660.12,Travel
2025-01-21,Wendy's,-69.61,Dining
2025-01-22,Gap,-119.42,Shopping
2025-01-23,Gas Bill,-149.3,Utilities
2025-01-23,Verizon,-131.3,Utilities
2025-01-23,Storage Unit,-846.7,Housing
2025-01-23,Peloton,-89.24,Fitness
2025-01-24,Paramount+,-49.53,Entertainment
2025-01-24,Rental Insurance,-2873.46,Housing
2025-01-25,TJ Maxx,-239.8,Shopping
2025-01-25,Best Buy,-85.4,Shopping
2025-01-25,YouTube Premium,-107.76,Entertainment
2025-01-26,Food Lion,-143.05,Groceries
2025-01-26,Phone Bill,-72.61,Utilities
2025-01-27,Pep Boys,-208.89,Transportation
2025-01-28,Trader Joe's,-20.29,Groceries
2025-01-28,Movie Theater,-98.52,Entertainment
2025-01-28,Under Armour,-18.71,Fitness
2025-01-30,Online Courses,-51.63,Education
2025-01-31,Disney+,-57.63,Entertainment
2025-01-31,Dish Network,-206.05,Utilities
2025-02-01,Macy's,-151.64,Shopping
2025-02-02,Apple Music,-44.11,Entertainment
2025-02-03,Walmart,-58.77,Shopping
2025-02-03,Apple TV+,-65.04,Entertainment
2025-02-04,Xfinity,-230.75,Utilities
2025-02-05,Trader Joe's,-26.59,Groceries
2025-02-05,Spotify,-68.52,Entertainment
2025-02-07,Amazon Prime,-73.77,Entertainment
2025-02-07,Pharmacy,-95.39,Healthcare
2025-02-07,Pharmacy,-215.99,Healthcare
2025-02-08,Safeway,-164.15,Groceries
2025-02-08,MasterClass,-144.62,Education
2025-02-09,Aldi,-195.46,Groceries
2025-02-10,Bed Bath & Beyond,-125.33,Shopping
2025-02-10,Pest Control,-3335.92,Housing
2025-02-10,Udemy,-158.58,Education
2025-02-11,Walgreens,-463.78,Healthcare
2025-02-12,Safeway,-150.27,Groceries
2025-02-12,Save-A-Lot,-150.53,Groceries
2025-02-14,Hobby Lobby,-63.72,Shopping
2025-02-15,Whole Foods,-137.62,Groceries
2025-02-15,IKEA,-288.78,Shopping
2025-02-16,Shell,-116.76,Transportation
2025-02-16,MasterClass,-778.04,Education
2025-02-16,Udemy,-261.85,Education
2025-02-17,Urgent Care,-222.25,Healthcare
2025-02-18,Spotify,-121.7,Entertainment
2025-02-19,Lyft,-161.0,Transportation
2025-02-19,Dish Network,-198.3,Utilities
2025-02-19,Rent Payment,-3129.87,Housing
2025-02-19,Property Tax,-1084.65,Housing
2025-02-22,Home Depot,-42.42,Shopping
2025-02-22,Jiffy Lube,-108.8,Transportation
2025-02-23,Dunkin' Donuts,-19.75,Dining
2025-02-23,Tutoring Services,-691.1,Education
2025-02-24,Albertsons,-29.63,Groceries
2025-02-24,Car Wash,-158.22,Transportation
2025-02-25,Sprouts,-62.3,Groceries
2025-02-25,Udemy,-907.25,Education
2025-02-26,H-E-B,-144.07,Groceries
2025-02-26,Olive Garden,-63.97,Dining
2025-02-26,Bowling Alley,-116.34,Entertainment
2025-02-26,College Board,-780.23,Education
2025-02-27,Domino's Pizza,-8.46,Dining
2025-03-01,Publix,-25.66,Groceries
2025-03-02,Food Lion,-186.1,Groceries
2025-03-02,Gas Station,-9.75,Transportation
2025-03-03,Food Lion,-102.65,Groceries
2025-03-04,Internet Provider,-57.97,Utilities
2025-03-04,Health Insurance,-118.66,Healthcare
2025-03-05,Applebee's,-68.34,Dining
2025-03-05,Ulta Beauty,-20.67,Shopping
2025-03-07,Coursera,-905.11,Education
2025-03-08,Chevron,-104.89,Transportation
2025-03-08,Toll Roads,-222.13,Transportation
2025-03-10,Walgreens,-377.0,Healthcare
2025-03-12,Pizza Hut,-59.18,Dining
2025-03-12,Old Navy,-171.38,Shopping
2025-03-12,Kohl's,-14.74,Shopping
2025-03-12,Steam,-98.85,Entertainment
2025-03-12,DirecTV,-66.38,Utilities
2025-03-13,Chick-fil-A,-36.1,Dining
2025-03-13,Ulta Beauty,-120.63,Shopping
2025-03-13,Moving Service,-2715.48,Housing
2025-03-14,Gas Bill,-228.47,Utilities
2025-03-14,Khan Academy,-66.21,Education
2025-03-15,Trader Joe's,-83.27,Groceries
2025-03-16,Safeway,-191.3,Groceries
2025-03-16,Save-A-Lot,-170.8,Groceries
2025-03-16,Electric Company,-289.85,Utilities
2025-03-17,Concert Tickets,-18.78,Entertainment
2025-03-18,Pest Control,-3019.69,Housing
2025-03-19,Albertsons,-192.62,Groceries
2025-03-19,Dunkin' Donuts,-61.56,Dining
2025-03-19,Nordstrom,-240.27,Shopping
2025-03-21,Comcast,-157.53,Utilities
2025-03-21,NordVPN,-46.31,Subscriptions
2025-03-22,eBay,-175.26,Shopping
2025-03-24,Concert Tickets,-43.79,Entertainment
2025-03-24,Taxi Service,-149.77,Transportation
2025-03-24,Furniture Rental,-2691.72,Housing
2025-03-24,Educational Software,-637.89,Education
2025-03-27,Aldi,-190.9,Groceries
2025-03-27,Lyft,-90.37,Transportation
2025-03-30,IKEA,-75.8,Shopping
2025-03-30,Disney+,-56.31,Entertainment
2025-03-31,Peloton,-15.42,Fitness
2025-04-01,Planet Fitness,-87.96,Fitness
2025-04-02,Costco,-121.65,Groceries
2025-04-02,Michaels,-106.84,Shopping
2025-04-02,Hertz,-156.55,Transportation
2025-04-02,Hertz,-137.01,Transportation
2025-04-03,HBO Max,-20.86,Entertainment
2025-04-03,Avis,-178.73,Transportation
2025-04-04,Newegg,-261.3,Shopping
2025-04-05,Panera Bread,-66.68,Dining
2025-04-05,Walmart,-51.23,Shopping
2025-04-06,Home Warranty,-2355.32,Housing
2025-04-06,Cruise Line,-1088.75,Travel
2025-04-08,Duke Energy,-244.98,Utilities
2025-04-08,Travel Agency,-1090.67,Travel
2025-04-09,YouTube Premium,-127.97,Entertainment
2025-04-09,Steam,-124.56,Entertainment
2025-04-09,Waste Management,-290.65,Utilities
2025-04-10,Spotify,-22.17,Entertainment
2025-04-12,YouTube Premium,-93.62,Entertainment
2025-04-12,Uber,-88.31,Transportation
2025-04-06,Transfer to Savings,-0.0,Savings
2024-04-12,Employer Payroll,7500,Income
2024-04-26,Employer Payroll,7500,Income
2024-05-10,Employer Payroll,7500,Income
2024-05-24,Employer Payroll,7500,Income
2024-06-07,Employer Payroll,7500,Income
2024-06-21,Employer Payroll,7500,Income
2024-07-05,Employer Payroll,7500,Income
2024-07-19,Employer Payroll,7500,Income
2024-08-02,Employer Payroll,7500,Income
2024-08-16,Employer Payroll,7500,Income
2024-08-30,Employer Payroll,7500,Income
2024-09-13,Employer Payroll,7500,Income
2024-09-27,Employer Payroll,7500,Income
2024-10-11,Employer Payroll,7500,Income
2024-10-25,Employer Payroll,7500,Income
2024-11-08,Employer Payroll,7500,Income
2024-11-22,Employer Payroll,7500,Income
2024-12-06,Employer Payroll,7500,Income
2024-12-20,Employer Payroll,7500,Income
2025-01-03,Employer Payroll,7500,Income
2025-01-17,Employer Payroll,7500,Income
2025-01-31,Employer Payroll,7500,Income
2025-02-14,Employer Payroll,7500,Income
2025-02-28,Employer Payroll,7500,Income
