date,description,amount,category
2024-12-22,Sephora,-177.01,Shopping
2024-12-24,Tutoring Services,-493.47,Education
2024-12-25,Navient,-791.12,Debt Payments
2024-12-28,Wells Fargo,-963.93,Debt Payments
2025-01-01,Jiffy Lube,-116.61,Transportation
2025-01-03,Gap,-32.98,Shopping
2025-01-03,Shell,-104.66,Transportation
2025-01-03,Dental Care,-150.52,Healthcare
2025-01-10,Airline Tickets,-72.37,Transportation
2025-01-13,Olive Garden,-35.87,Dining
2025-01-13,Bank of America,-985.54,Debt Payments
2025-01-14,Wells Fargo,-765.39,Debt Payments
2025-01-15,Mortgage Payment,-646.54,Debt Payments
2025-01-18,Moving Service,-2202.67,Housing
2025-01-20,Dunkin' Donuts,-62.83,Dining
2025-01-20,AMC Theaters,-76.42,Entertainment
2025-01-21,Car Loan Payment,-879.05,Debt Payments
2025-01-22,Skillshare,-277.8,Education
2025-01-28,Car Repair,-140.31,Transportation
2025-01-30,Textbooks,-92.12,Education
2025-02-01,Discover,-240.8,Debt Payments
2025-02-07,Steam,-146.22,Entertainment
2025-02-07,Toll Roads,-106.02,Transportation
2025-02-09,Debt Consolidation,-246.96,Debt Payments
2025-02-11,Bank of America,-715.99,Debt Payments
2025-02-13,Old Navy,-72.24,Shopping
2025-02-13,Nelnet,-891.04,Debt Payments
2025-02-14,Car Repair,-147.5,Transportation
2025-02-15,Navient,-134.65,Debt Payments
2025-02-16,Chick-fil-A,-36.65,Dining
2025-02-17,Toll Roads,-84.0,Transportation
2025-02-18,Hulu,-88.75,Entertainment
2025-02-18,Car Loan Payment,-564.63,Debt Payments
2025-02-18,Debt Consolidation,-129.3,Debt Payments
2025-02-21,Tuition Payment,-147.69,Education
2025-02-23,Medical Debt Payment,-115.7,Debt Payments
2025-02-25,Apartment Management,-3109.27,Housing
2025-02-27,Airline Tickets,-168.44,Transportation
2025-02-27,Coursera,-360.01,Education
2025-02-27,Xbox Game Pass,-36.21,Subscriptions
2025-02-28,Enterprise Rent-A-Car,-18.35,Transportation
2025-02-28,Jiffy Lube,-207.47,Transportation
2025-03-01,DirecTV,-213.65,Utilities
2025-03-02,Car Wash,-173.54,Transportation
2025-03-03,Tidal,-115.36,Entertainment
2025-03-03,Car Loan Payment,-254.22,Debt Payments
2025-03-04,Albertsons,-101.03,Groceries
2025-03-04,Panda Express,-73.81,Dining
2025-03-05,Sprouts,-110.25,Groceries
2025-03-05,Regal Cinemas,-22.38,Entertainment
2025-03-05,Security Deposit,-2777.6,Housing
2025-03-06,Safeway,-89.59,Groceries
2025-03-08,HOA Fees,-934.93,Housing
2025-03-09,YouTube Premium,-100.56,Entertainment
2025-03-10,KFC,-17.89,Dining
2025-03-14,Laboratory Services,-122.95,Healthcare
2025-03-16,Costco,-131.58,Groceries
2025-03-16,Spotify,-124.54,Entertainment
2025-03-16,AutoZone,-70.51,Transportation
2025-03-17,Laboratory Services,-360.97,Healthcare
2025-03-18,Publix,-106.03,Groceries
2025-03-20,Whole Foods,-63.38,Groceries
2025-03-20,Home Insurance,-3235.84,Housing
2025-03-21,Blue Cross,-417.83,Healthcare
2025-03-22,Amazon,-190.96,Shopping
2025-03-23,Food Lion,-42.17,Groceries
2025-03-23,H-E-B,-169.31,Groceries
2025-03-23,ShopRite,-155.42,Groceries
2025-03-24,Debt Consolidation,-736.18,Debt Payments
2025-03-27,College Board,-334.84,Education
2025-03-27,Capital One,-382.17,Debt Payments
2025-03-30,Chick-fil-A,-31.47,Dining
2025-03-30,IKEA,-264.4,Shopping
2025-04-02,Enterprise Rent-A-Car,-98.16,Transportation
2025-04-03,Line of Credit Payment,-499.7,Debt Payments
2025-04-04,Furniture Rental,-2934.98,Housing
2025-04-05,Sprouts,-119.28,Groceries
2025-04-05,Navient,-317.61,Debt Payments
2025-04-07,Aldi,-15.16,Groceries
2025-04-09,FedLoan Servicing,-972.5,Debt Payments
2025-04-10,Line of Credit Payment,-241.7,Debt Payments
2025-04-11,Home Warranty,-2865.6,Housing
2025-04-11,Grammarly,-17.36,Subscriptions
2025-04-11,Medical Debt Payment,-403.69,Debt Payments
2025-04-11,Discover,-558.93,Debt Payments
2025-03-16,Transfer to Savings,-0.0,Savings
2024-04-12,Employer Payroll,5000,Income
2024-04-26,Employer Payroll,5000,Income
2024-05-10,Employer Payroll,5000,Income
2024-05-24,Employer Payroll,5000,Income
2024-06-07,Employer Payroll,5000,Income
2024-06-21,Employer Payroll,5000,Income
2024-07-05,Employer Payroll,5000,Income
2024-07-19,Employer Payroll,5000,Income
2024-08-02,Employer Payroll,5000,Income
2024-08-16,Employer Payroll,5000,Income
2024-08-30,Employer Payroll,5000,Income
2024-09-13,Employer Payroll,5000,Income
2024-09-27,Employer Payroll,5000,Income
2024-10-11,Employer Payroll,5000,Income
2024-10-25,Employer Payroll,5000,Income
2024-11-08,Employer Payroll,5000,Income
2024-11-22,Employer Payroll,5000,Income
2024-12-06,Employer Payroll,5000,Income
2024-12-20,Employer Payroll,5000,Income
2025-01-03,Employer Payroll,5000,Income
2025-01-17,Employer Payroll,5000,Income
2025-01-31,Employer Payroll,5000,Income
2025-02-14,Employer Payroll,5000,Income
2025-02-28,Employer Payroll,5000,Income
2025-03-14,Employer Payroll,5000,Income
2025-03-28,Employer Payroll,5000,Income
2025-04-11,Employer Payroll,5000,Income
