date,description,amount,category
2024-04-26,Dinner Service Sales,835,Income
2024-04-26,Dinner Service Sales,1987,Income
2024-04-26,Dinner Service Sales,1046,Income
2024-04-26,Lunch Service Sales,559,Income
2024-04-26,Lunch Service Sales,1143,Income
2024-04-26,Lunch Service Sales,958,Income
2024-04-27,Dinner Service Sales,1459,Income
2024-04-27,Dinner Service Sales,1625,Income
2024-04-27,Dinner Service Sales,1111,Income
2024-04-27,Dinner Service Sales,1363,Income
2024-04-27,Dinner Service Sales,1425,Income
2024-04-27,Lunch Service Sales,1105,Income
2024-04-27,Lunch Service Sales,638,Income
2024-04-27,Lunch Service Sales,790,Income
2024-04-28,Dinner Service Sales,1957,Income
2024-04-28,Dinner Service Sales,1213,Income
2024-04-28,Dinner Service Sales,1324,Income
2024-04-28,Dinner Service Sales,1819,Income
2024-04-28,Dinner Service Sales,989,Income
2024-04-28,Lunch Service Sales,770,Income
2024-04-28,Lunch Service Sales,899,Income
2024-04-28,Lunch Service Sales,593,Income
2024-04-29,Dinner Service Sales,1083,Income
2024-04-29,Dinner Service Sales,582,Income
2024-04-29,Lunch Service Sales,655,Income
2024-04-30,Dinner Service Sales,721,Income
2024-04-30,Dinner Service Sales,1195,Income
2024-04-30,Lunch Service Sales,328,Income
2024-05-01,Dinner Service Sales,534,Income
2024-05-01,Dinner Service Sales,716,Income
2024-05-01,Lunch Service Sales,393,Income
2024-05-02,Dinner Service Sales,976,Income
2024-05-02,Lunch Service Sales,742,Income
2024-05-02,Lunch Service Sales,785,Income
2024-05-03,Dinner Service Sales,1187,Income
2024-05-03,Dinner Service Sales,928,Income
2024-05-03,Dinner Service Sales,1607,Income
2024-05-03,Dinner Service Sales,1339,Income
2024-05-03,Dinner Service Sales,987,Income
2024-05-03,Lunch Service Sales,817,Income
2024-05-03,Lunch Service Sales,924,Income
2024-05-04,Dinner Service Sales,898,Income
2024-05-04,Dinner Service Sales,1167,Income
2024-05-04,Lunch Service Sales,431,Income
2024-05-05,Dinner Service Sales,854,Income
2024-05-05,Dinner Service Sales,1723,Income
2024-05-05,Dinner Service Sales,1414,Income
2024-05-05,Lunch Service Sales,803,Income
2024-05-05,Lunch Service Sales,444,Income
2024-05-05,Lunch Service Sales,663,Income
2024-05-06,Dinner Service Sales,928,Income
2024-05-06,Dinner Service Sales,1107,Income
2024-05-06,Lunch Service Sales,391,Income
2024-05-06,Lunch Service Sales,326,Income
2024-05-06,Private Event / Catering,2986,Income
2024-05-07,Dinner Service Sales,1072,Income
2024-05-07,Dinner Service Sales,721,Income
2024-05-07,Dinner Service Sales,531,Income
2024-05-07,Lunch Service Sales,391,Income
2024-05-07,Lunch Service Sales,440,Income
2024-05-08,Dinner Service Sales,894,Income
2024-05-08,Lunch Service Sales,578,Income
2024-05-08,Lunch Service Sales,765,Income
2024-05-09,Dinner Service Sales,1100,Income
2024-05-09,Lunch Service Sales,474,Income
2024-05-10,Dinner Service Sales,1508,Income
2024-05-10,Dinner Service Sales,1023,Income
2024-05-10,Dinner Service Sales,1610,Income
2024-05-10,Lunch Service Sales,913,Income
2024-05-10,Lunch Service Sales,1022,Income
2024-05-11,Dinner Service Sales,1258,Income
2024-05-11,Dinner Service Sales,1511,Income
2024-05-11,Dinner Service Sales,1023,Income
2024-05-11,Lunch Service Sales,1121,Income
2024-05-11,Lunch Service Sales,530,Income
2024-05-11,Lunch Service Sales,1019,Income
2024-05-12,Dinner Service Sales,1430,Income
2024-05-12,Dinner Service Sales,1572,Income
2024-05-12,Dinner Service Sales,1790,Income
2024-05-12,Lunch Service Sales,816,Income
2024-05-12,Lunch Service Sales,1134,Income
2024-05-12,Lunch Service Sales,917,Income
2024-05-13,Dinner Service Sales,1106,Income
2024-05-13,Dinner Service Sales,1082,Income
2024-05-13,Lunch Service Sales,430,Income
2024-05-13,Lunch Service Sales,557,Income
2024-05-14,Dinner Service Sales,994,Income
2024-05-14,Dinner Service Sales,705,Income
2024-05-14,Dinner Service Sales,799,Income
2024-05-14,Lunch Service Sales,537,Income
2024-05-14,Lunch Service Sales,357,Income
2024-05-15,Dinner Service Sales,1152,Income
2024-05-15,Lunch Service Sales,549,Income
2024-05-15,Lunch Service Sales,305,Income
2024-05-16,Dinner Service Sales,546,Income
2024-05-16,Dinner Service Sales,533,Income
2024-05-16,Lunch Service Sales,586,Income
2024-05-16,Lunch Service Sales,499,Income
2024-05-17,Dinner Service Sales,807,Income
2024-05-17,Dinner Service Sales,1976,Income
2024-05-17,Dinner Service Sales,1339,Income
2024-05-17,Lunch Service Sales,902,Income
2024-05-18,Dinner Service Sales,1362,Income
2024-05-18,Dinner Service Sales,1840,Income
2024-05-18,Lunch Service Sales,951,Income
2024-05-18,Lunch Service Sales,1014,Income
2024-05-19,Dinner Service Sales,1766,Income
2024-05-19,Dinner Service Sales,1149,Income
2024-05-19,Dinner Service Sales,823,Income
2024-05-19,Lunch Service Sales,678,Income
2024-05-20,Dinner Service Sales,1020,Income
2024-05-20,Lunch Service Sales,332,Income
2024-05-20,Lunch Service Sales,368,Income
2024-05-21,Dinner Service Sales,1097,Income
2024-05-21,Lunch Service Sales,410,Income
2024-05-22,Dinner Service Sales,995,Income
2024-05-22,Lunch Service Sales,602,Income
2024-05-23,Dinner Service Sales,1077,Income
2024-05-23,Lunch Service Sales,769,Income
2024-05-23,Lunch Service Sales,636,Income
2024-05-24,Dinner Service Sales,855,Income
2024-05-24,Dinner Service Sales,1196,Income
2024-05-24,Dinner Service Sales,1385,Income
2024-05-24,Lunch Service Sales,1138,Income
2024-05-24,Lunch Service Sales,1104,Income
2024-05-25,Dinner Service Sales,1930,Income
2024-05-25,Dinner Service Sales,954,Income
2024-05-25,Dinner Service Sales,1061,Income
2024-05-25,Dinner Service Sales,1969,Income
2024-05-25,Lunch Service Sales,567,Income
2024-05-25,Lunch Service Sales,573,Income
2024-05-25,Lunch Service Sales,730,Income
2024-05-26,Dinner Service Sales,1494,Income
2024-05-26,Dinner Service Sales,1518,Income
2024-05-26,Dinner Service Sales,817,Income
2024-05-26,Dinner Service Sales,1047,Income
2024-05-26,Lunch Service Sales,450,Income
2024-05-27,Dinner Service Sales,1004,Income
2024-05-27,Dinner Service Sales,718,Income
2024-05-27,Dinner Service Sales,1119,Income
2024-05-27,Lunch Service Sales,572,Income
2024-05-28,Dinner Service Sales,932,Income
2024-05-28,Dinner Service Sales,1177,Income
2024-05-28,Lunch Service Sales,755,Income
2024-05-29,Dinner Service Sales,565,Income
2024-05-29,Dinner Service Sales,582,Income
2024-05-29,Lunch Service Sales,547,Income
2024-05-30,Dinner Service Sales,1105,Income
2024-05-30,Lunch Service Sales,753,Income
2024-05-31,Dinner Service Sales,947,Income
2024-05-31,Dinner Service Sales,1108,Income
2024-05-31,Lunch Service Sales,653,Income
2024-05-31,Lunch Service Sales,1183,Income
2024-06-01,Dinner Service Sales,1448,Income
2024-06-01,Dinner Service Sales,1266,Income
2024-06-01,Dinner Service Sales,1213,Income
2024-06-01,Dinner Service Sales,1339,Income
2024-06-01,Dinner Service Sales,1488,Income
2024-06-01,Lunch Service Sales,715,Income
2024-06-02,Dinner Service Sales,1720,Income
2024-06-02,Dinner Service Sales,1280,Income
2024-06-02,Dinner Service Sales,1231,Income
2024-06-02,Lunch Service Sales,1174,Income
2024-06-02,Lunch Service Sales,946,Income
2024-06-02,Private Event / Catering,2226,Income
2024-06-03,Dinner Service Sales,669,Income
2024-06-03,Lunch Service Sales,715,Income
2024-06-03,Lunch Service Sales,762,Income
2024-06-04,Dinner Service Sales,848,Income
2024-06-04,Lunch Service Sales,366,Income
2024-06-05,Dinner Service Sales,920,Income
2024-06-05,Lunch Service Sales,327,Income
2024-06-05,Lunch Service Sales,507,Income
2024-06-06,Dinner Service Sales,971,Income
2024-06-06,Dinner Service Sales,1134,Income
2024-06-06,Lunch Service Sales,404,Income
2024-06-06,Lunch Service Sales,765,Income
2024-06-07,Dinner Service Sales,901,Income
2024-06-07,Dinner Service Sales,1473,Income
2024-06-07,Dinner Service Sales,1574,Income
2024-06-07,Dinner Service Sales,1302,Income
2024-06-07,Dinner Service Sales,1991,Income
2024-06-07,Lunch Service Sales,905,Income
2024-06-08,Dinner Service Sales,1989,Income
2024-06-08,Dinner Service Sales,1665,Income
2024-06-08,Dinner Service Sales,942,Income
2024-06-08,Lunch Service Sales,747,Income
2024-06-08,Lunch Service Sales,1111,Income
2024-06-09,Dinner Service Sales,1850,Income
2024-06-09,Dinner Service Sales,875,Income
2024-06-09,Dinner Service Sales,846,Income
2024-06-09,Dinner Service Sales,1525,Income
2024-06-09,Lunch Service Sales,813,Income
2024-06-09,Lunch Service Sales,843,Income
2024-06-10,Dinner Service Sales,906,Income
2024-06-10,Lunch Service Sales,390,Income
2024-06-10,Lunch Service Sales,759,Income
2024-06-11,Dinner Service Sales,1196,Income
2024-06-11,Lunch Service Sales,771,Income
2024-06-11,Lunch Service Sales,425,Income
2024-06-12,Dinner Service Sales,839,Income
2024-06-12,Dinner Service Sales,884,Income
2024-06-12,Lunch Service Sales,541,Income
2024-06-12,Lunch Service Sales,460,Income
2024-06-13,Dinner Service Sales,965,Income
2024-06-13,Dinner Service Sales,635,Income
2024-06-13,Lunch Service Sales,694,Income
2024-06-14,Dinner Service Sales,1592,Income
2024-06-14,Dinner Service Sales,1806,Income
2024-06-14,Dinner Service Sales,948,Income
2024-06-14,Dinner Service Sales,1992,Income
2024-06-14,Lunch Service Sales,552,Income
2024-06-15,Dinner Service Sales,920,Income
2024-06-15,Dinner Service Sales,1416,Income
2024-06-15,Dinner Service Sales,1314,Income
2024-06-15,Dinner Service Sales,1414,Income
2024-06-15,Lunch Service Sales,666,Income
2024-06-16,Dinner Service Sales,1884,Income
2024-06-16,Dinner Service Sales,1636,Income
2024-06-16,Dinner Service Sales,1371,Income
2024-06-16,Dinner Service Sales,1055,Income
2024-06-16,Lunch Service Sales,722,Income
2024-06-16,Lunch Service Sales,516,Income
2024-06-17,Dinner Service Sales,523,Income
2024-06-17,Dinner Service Sales,647,Income
2024-06-17,Dinner Service Sales,926,Income
2024-06-17,Lunch Service Sales,763,Income
2024-06-18,Dinner Service Sales,649,Income
2024-06-18,Lunch Service Sales,446,Income
2024-06-19,Dinner Service Sales,1031,Income
2024-06-19,Dinner Service Sales,1136,Income
2024-06-19,Lunch Service Sales,661,Income
2024-06-20,Dinner Service Sales,670,Income
2024-06-20,Lunch Service Sales,605,Income
2024-06-21,Dinner Service Sales,997,Income
2024-06-21,Dinner Service Sales,1409,Income
2024-06-21,Dinner Service Sales,1658,Income
2024-06-21,Dinner Service Sales,1207,Income
2024-06-21,Lunch Service Sales,1000,Income
2024-06-21,Lunch Service Sales,1030,Income
2024-06-22,Dinner Service Sales,1008,Income
2024-06-22,Dinner Service Sales,1208,Income
2024-06-22,Dinner Service Sales,984,Income
2024-06-22,Dinner Service Sales,1063,Income
2024-06-22,Lunch Service Sales,618,Income
2024-06-22,Lunch Service Sales,405,Income
2024-06-22,Lunch Service Sales,689,Income
2024-06-23,Dinner Service Sales,1577,Income
2024-06-23,Dinner Service Sales,1572,Income
2024-06-23,Dinner Service Sales,1754,Income
2024-06-23,Dinner Service Sales,1794,Income
2024-06-23,Lunch Service Sales,414,Income
2024-06-24,Dinner Service Sales,765,Income
2024-06-24,Lunch Service Sales,781,Income
2024-06-25,Dinner Service Sales,798,Income
2024-06-25,Dinner Service Sales,1099,Income
2024-06-25,Dinner Service Sales,847,Income
2024-06-25,Lunch Service Sales,491,Income
2024-06-25,Lunch Service Sales,501,Income
2024-06-26,Dinner Service Sales,776,Income
2024-06-26,Lunch Service Sales,735,Income
2024-06-26,Lunch Service Sales,725,Income
2024-06-27,Dinner Service Sales,965,Income
2024-06-27,Lunch Service Sales,475,Income
2024-06-27,Lunch Service Sales,639,Income
2024-06-28,Dinner Service Sales,1170,Income
2024-06-28,Dinner Service Sales,1524,Income
2024-06-28,Dinner Service Sales,1326,Income
2024-06-28,Dinner Service Sales,1368,Income
2024-06-28,Dinner Service Sales,1061,Income
2024-06-28,Lunch Service Sales,860,Income
2024-06-28,Lunch Service Sales,1120,Income
2024-06-28,Lunch Service Sales,997,Income
2024-06-29,Dinner Service Sales,1731,Income
2024-06-29,Dinner Service Sales,1777,Income
2024-06-29,Dinner Service Sales,1679,Income
2024-06-29,Dinner Service Sales,989,Income
2024-06-29,Lunch Service Sales,1166,Income
2024-06-29,Lunch Service Sales,1165,Income
2024-06-30,Dinner Service Sales,1725,Income
2024-06-30,Dinner Service Sales,1577,Income
2024-06-30,Dinner Service Sales,1985,Income
2024-06-30,Lunch Service Sales,1009,Income
2024-06-30,Lunch Service Sales,706,Income
2024-06-30,Lunch Service Sales,466,Income
2024-07-01,Dinner Service Sales,1146,Income
2024-07-01,Dinner Service Sales,1137,Income
2024-07-01,Dinner Service Sales,1167,Income
2024-07-01,Lunch Service Sales,510,Income
2024-07-01,Lunch Service Sales,482,Income
2024-07-02,Dinner Service Sales,1170,Income
2024-07-02,Dinner Service Sales,664,Income
2024-07-02,Dinner Service Sales,715,Income
2024-07-02,Lunch Service Sales,717,Income
2024-07-03,Dinner Service Sales,1030,Income
2024-07-03,Lunch Service Sales,367,Income
2024-07-04,Dinner Service Sales,564,Income
2024-07-04,Lunch Service Sales,745,Income
2024-07-04,Lunch Service Sales,536,Income
2024-07-05,Dinner Service Sales,933,Income
2024-07-05,Dinner Service Sales,1722,Income
2024-07-05,Dinner Service Sales,949,Income
2024-07-05,Dinner Service Sales,1452,Income
2024-07-05,Lunch Service Sales,625,Income
2024-07-05,Lunch Service Sales,1162,Income
2024-07-06,Dinner Service Sales,1290,Income
2024-07-06,Dinner Service Sales,1639,Income
2024-07-06,Dinner Service Sales,1074,Income
2024-07-06,Lunch Service Sales,1128,Income
2024-07-06,Lunch Service Sales,439,Income
2024-07-06,Lunch Service Sales,828,Income
2024-07-07,Dinner Service Sales,1113,Income
2024-07-07,Dinner Service Sales,1839,Income
2024-07-07,Dinner Service Sales,1937,Income
2024-07-07,Dinner Service Sales,1828,Income
2024-07-07,Dinner Service Sales,1213,Income
2024-07-07,Lunch Service Sales,973,Income
2024-07-07,Lunch Service Sales,1176,Income
2024-07-07,Lunch Service Sales,907,Income
2024-07-08,Dinner Service Sales,771,Income
2024-07-08,Dinner Service Sales,999,Income
2024-07-08,Dinner Service Sales,610,Income
2024-07-08,Lunch Service Sales,682,Income
2024-07-08,Lunch Service Sales,778,Income
2024-07-09,Dinner Service Sales,800,Income
2024-07-09,Lunch Service Sales,409,Income
2024-07-10,Dinner Service Sales,989,Income
2024-07-10,Lunch Service Sales,432,Income
2024-07-11,Dinner Service Sales,945,Income
2024-07-11,Lunch Service Sales,346,Income
2024-07-12,Dinner Service Sales,1732,Income
2024-07-12,Dinner Service Sales,1098,Income
2024-07-12,Dinner Service Sales,1571,Income
2024-07-12,Lunch Service Sales,1021,Income
2024-07-13,Dinner Service Sales,1199,Income
2024-07-13,Dinner Service Sales,1516,Income
2024-07-13,Dinner Service Sales,1442,Income
2024-07-13,Dinner Service Sales,1956,Income
2024-07-13,Dinner Service Sales,1289,Income
2024-07-13,Lunch Service Sales,509,Income
2024-07-13,Lunch Service Sales,1133,Income
2024-07-13,Lunch Service Sales,739,Income
2024-07-14,Dinner Service Sales,1971,Income
2024-07-14,Dinner Service Sales,1696,Income
2024-07-14,Dinner Service Sales,1130,Income
2024-07-14,Dinner Service Sales,1998,Income
2024-07-14,Dinner Service Sales,1791,Income
2024-07-14,Lunch Service Sales,848,Income
2024-07-14,Lunch Service Sales,943,Income
2024-07-14,Lunch Service Sales,859,Income
2024-07-15,Dinner Service Sales,1139,Income
2024-07-15,Lunch Service Sales,517,Income
2024-07-16,Dinner Service Sales,1110,Income
2024-07-16,Lunch Service Sales,674,Income
2024-07-16,Lunch Service Sales,328,Income
2024-07-17,Dinner Service Sales,686,Income
2024-07-17,Dinner Service Sales,997,Income
2024-07-17,Dinner Service Sales,927,Income
2024-07-17,Lunch Service Sales,368,Income
2024-07-17,Lunch Service Sales,301,Income
2024-07-18,Dinner Service Sales,598,Income
2024-07-18,Dinner Service Sales,820,Income
2024-07-18,Lunch Service Sales,558,Income
2024-07-18,Lunch Service Sales,573,Income
2024-07-19,Dinner Service Sales,1533,Income
2024-07-19,Dinner Service Sales,1425,Income
2024-07-19,Lunch Service Sales,822,Income
2024-07-19,Lunch Service Sales,479,Income
2024-07-20,Dinner Service Sales,1961,Income
2024-07-20,Dinner Service Sales,837,Income
2024-07-20,Lunch Service Sales,644,Income
2024-07-20,Lunch Service Sales,747,Income
2024-07-20,Private Event / Catering,2227,Income
2024-07-21,Dinner Service Sales,1246,Income
2024-07-21,Dinner Service Sales,1357,Income
2024-07-21,Dinner Service Sales,1899,Income
2024-07-21,Lunch Service Sales,882,Income
2024-07-22,Dinner Service Sales,1038,Income
2024-07-22,Dinner Service Sales,792,Income
2024-07-22,Dinner Service Sales,559,Income
2024-07-22,Lunch Service Sales,689,Income
2024-07-22,Lunch Service Sales,627,Income
2024-07-23,Dinner Service Sales,538,Income
2024-07-23,Dinner Service Sales,516,Income
2024-07-23,Dinner Service Sales,792,Income
2024-07-23,Lunch Service Sales,575,Income
2024-07-23,Lunch Service Sales,508,Income
2024-07-24,Dinner Service Sales,812,Income
2024-07-24,Dinner Service Sales,727,Income
2024-07-24,Lunch Service Sales,793,Income
2024-07-24,Lunch Service Sales,516,Income
2024-07-25,Dinner Service Sales,1193,Income
2024-07-25,Lunch Service Sales,722,Income
2024-07-25,Lunch Service Sales,543,Income
2024-07-26,Dinner Service Sales,1358,Income
2024-07-26,Dinner Service Sales,1345,Income
2024-07-26,Dinner Service Sales,1295,Income
2024-07-26,Dinner Service Sales,881,Income
2024-07-26,Lunch Service Sales,410,Income
2024-07-26,Lunch Service Sales,804,Income
2024-07-27,Dinner Service Sales,1045,Income
2024-07-27,Dinner Service Sales,1927,Income
2024-07-27,Dinner Service Sales,1508,Income
2024-07-27,Lunch Service Sales,1141,Income
2024-07-27,Lunch Service Sales,433,Income
2024-07-27,Lunch Service Sales,789,Income
2024-07-27,Private Event / Catering,3939,Income
2024-07-28,Dinner Service Sales,1977,Income
2024-07-28,Dinner Service Sales,1458,Income
2024-07-28,Dinner Service Sales,1048,Income
2024-07-28,Dinner Service Sales,941,Income
2024-07-28,Dinner Service Sales,838,Income
2024-07-28,Lunch Service Sales,400,Income
2024-07-28,Lunch Service Sales,583,Income
2024-07-28,Lunch Service Sales,850,Income
2024-07-29,Dinner Service Sales,804,Income
2024-07-29,Dinner Service Sales,1024,Income
2024-07-29,Dinner Service Sales,907,Income
2024-07-29,Lunch Service Sales,335,Income
2024-07-29,Lunch Service Sales,491,Income
2024-07-30,Dinner Service Sales,1008,Income
2024-07-30,Lunch Service Sales,303,Income
2024-07-31,Dinner Service Sales,577,Income
2024-07-31,Dinner Service Sales,855,Income
2024-07-31,Lunch Service Sales,493,Income
2024-07-31,Lunch Service Sales,730,Income
2024-08-01,Dinner Service Sales,663,Income
2024-08-01,Lunch Service Sales,698,Income
2024-08-01,Lunch Service Sales,759,Income
2024-08-02,Dinner Service Sales,1050,Income
2024-08-02,Dinner Service Sales,1281,Income
2024-08-02,Dinner Service Sales,1784,Income
2024-08-02,Dinner Service Sales,1666,Income
2024-08-02,Lunch Service Sales,632,Income
2024-08-03,Dinner Service Sales,970,Income
2024-08-03,Dinner Service Sales,1778,Income
2024-08-03,Dinner Service Sales,917,Income
2024-08-03,Dinner Service Sales,1148,Income
2024-08-03,Lunch Service Sales,992,Income
2024-08-03,Lunch Service Sales,810,Income
2024-08-03,Lunch Service Sales,727,Income
2024-08-04,Dinner Service Sales,1027,Income
2024-08-04,Dinner Service Sales,949,Income
2024-08-04,Lunch Service Sales,407,Income
2024-08-04,Lunch Service Sales,1049,Income
2024-08-04,Lunch Service Sales,1173,Income
2024-08-05,Dinner Service Sales,782,Income
2024-08-05,Dinner Service Sales,523,Income
2024-08-05,Lunch Service Sales,667,Income
2024-08-06,Dinner Service Sales,796,Income
2024-08-06,Dinner Service Sales,815,Income
2024-08-06,Dinner Service Sales,1155,Income
2024-08-06,Lunch Service Sales,351,Income
2024-08-06,Lunch Service Sales,412,Income
2024-08-07,Dinner Service Sales,605,Income
2024-08-07,Dinner Service Sales,505,Income
2024-08-07,Dinner Service Sales,920,Income
2024-08-07,Lunch Service Sales,390,Income
2024-08-07,Private Event / Catering,3077,Income
2024-08-08,Dinner Service Sales,774,Income
2024-08-08,Lunch Service Sales,618,Income
2024-08-09,Dinner Service Sales,1991,Income
2024-08-09,Dinner Service Sales,844,Income
2024-08-09,Dinner Service Sales,875,Income
2024-08-09,Dinner Service Sales,1957,Income
2024-08-09,Lunch Service Sales,606,Income
2024-08-10,Dinner Service Sales,1581,Income
2024-08-10,Dinner Service Sales,1677,Income
2024-08-10,Dinner Service Sales,1208,Income
2024-08-10,Lunch Service Sales,974,Income
2024-08-10,Lunch Service Sales,1105,Income
2024-08-11,Dinner Service Sales,1203,Income
2024-08-11,Dinner Service Sales,1372,Income
2024-08-11,Dinner Service Sales,1483,Income
2024-08-11,Lunch Service Sales,1096,Income
2024-08-12,Dinner Service Sales,1161,Income
2024-08-12,Dinner Service Sales,766,Income
2024-08-12,Dinner Service Sales,530,Income
2024-08-12,Lunch Service Sales,741,Income
2024-08-12,Lunch Service Sales,447,Income
2024-08-13,Dinner Service Sales,788,Income
2024-08-13,Dinner Service Sales,749,Income
2024-08-13,Dinner Service Sales,1178,Income
2024-08-13,Lunch Service Sales,548,Income
2024-08-13,Lunch Service Sales,610,Income
2024-08-14,Dinner Service Sales,1192,Income
2024-08-14,Lunch Service Sales,653,Income
2024-08-14,Lunch Service Sales,487,Income
2024-08-14,Private Event / Catering,2063,Income
2024-08-15,Dinner Service Sales,535,Income
2024-08-15,Lunch Service Sales,592,Income
2024-08-16,Dinner Service Sales,1846,Income
2024-08-16,Dinner Service Sales,1341,Income
2024-08-16,Dinner Service Sales,1247,Income
2024-08-16,Dinner Service Sales,1588,Income
2024-08-16,Lunch Service Sales,1114,Income
2024-08-16,Lunch Service Sales,918,Income
2024-08-17,Dinner Service Sales,1831,Income
2024-08-17,Dinner Service Sales,868,Income
2024-08-17,Dinner Service Sales,1850,Income
2024-08-17,Dinner Service Sales,1361,Income
2024-08-17,Lunch Service Sales,440,Income
2024-08-17,Lunch Service Sales,610,Income
2024-08-17,Lunch Service Sales,665,Income
2024-08-18,Dinner Service Sales,1603,Income
2024-08-18,Dinner Service Sales,1924,Income
2024-08-18,Dinner Service Sales,1179,Income
2024-08-18,Dinner Service Sales,944,Income
2024-08-18,Lunch Service Sales,649,Income
2024-08-18,Lunch Service Sales,1188,Income
2024-08-19,Dinner Service Sales,1112,Income
2024-08-19,Dinner Service Sales,1060,Income
2024-08-19,Lunch Service Sales,600,Income
2024-08-20,Dinner Service Sales,1182,Income
2024-08-20,Dinner Service Sales,1115,Income
2024-08-20,Dinner Service Sales,556,Income
2024-08-20,Lunch Service Sales,783,Income
2024-08-21,Dinner Service Sales,660,Income
2024-08-21,Lunch Service Sales,443,Income
2024-08-21,Lunch Service Sales,790,Income
2024-08-22,Dinner Service Sales,593,Income
2024-08-22,Dinner Service Sales,1048,Income
2024-08-22,Lunch Service Sales,520,Income
2024-08-23,Dinner Service Sales,1099,Income
