date,description,amount,category
2024-10-08,Public Transit,-188.84,Transportation
2024-10-08,Public Transit,-204.27,Transportation
2024-10-09,Movie Theater,-129.35,Entertainment
2024-10-09,Regal Cinemas,-37.44,Entertainment
2024-10-11,Car Wash,-138.23,Transportation
2024-10-11,Booking.com,-746.86,Travel
2024-10-13,Applebee's,-13.29,Dining
2024-10-13,Exxon,-71.75,Transportation
2024-10-14,Travel Insurance,-1882.61,Travel
2024-10-14,American Airlines,-1301.69,Travel
2024-10-15,Panda Express,-11.65,Dining
2024-10-15,Moving Service,-3191.27,Housing
2024-10-17,Live Nation,-67.76,Entertainment
2024-10-19,Food Lion,-161.88,Groceries
2024-10-19,Amazon,-233.52,Shopping
2024-10-19,Disney+,-63.35,Entertainment
2024-10-20,Walmart,-241.02,Shopping
2024-10-20,Delta Airlines,-647.82,Travel
2024-10-21,Tidal,-130.74,Entertainment
2024-10-21,Delta Airlines,-480.47,Travel
2024-10-21,E*TRADE,-781.45,Investments
2024-10-23,Hotels.com,-1922.98,Travel
2024-10-24,Vanguard,-1022.44,Investments
2024-10-25,Parking,-213.93,Transportation
2024-10-25,Resort Fees,-159.82,Travel
2024-10-25,401(k) Contribution,-1660.57,Investments
2024-10-27,Newegg,-245.05,Shopping
2024-10-29,Olive Garden,-10.78,Dining
2024-11-01,Jiffy Lube,-207.46,Transportation
2024-11-02,Meijer,-178.66,Groceries
2024-11-02,Hilton,-1060.03,Travel
2024-11-04,Taco Bell,-54.64,Dining
2024-11-04,HBO Max,-88.94,Entertainment
2024-11-04,Hulu,-147.02,Entertainment
2024-11-05,Adobe Creative Cloud,-37.82,Subscriptions
2024-11-05,Travel Agency,-1395.69,Travel
2024-11-07,Uber,-95.13,Transportation
2024-11-08,Stock Purchase,-1671.28,Investments
2024-11-12,IKEA,-256.66,Shopping
2024-11-12,eBay,-127.79,Shopping
2024-11-15,Macy's,-155.0,Shopping
2024-11-15,Lowe's,-166.41,Shopping
2024-11-15,Exxon,-82.0,Transportation
2024-11-16,Macy's,-214.35,Shopping
2024-11-17,Domino's Pizza,-33.1,Dining
2024-11-17,Midas,-203.35,Transportation
2024-11-18,Uber,-41.59,Transportation
2024-11-19,Kroger,-82.43,Groceries
2024-11-19,Walmart,-273.91,Shopping
2024-11-19,AutoZone,-58.58,Transportation
2024-11-19,PG&E,-177.79,Utilities
2024-11-20,Security Deposit,-1566.03,Housing
2024-11-21,Bowling Alley,-11.21,Entertainment
2024-11-21,Rent Payment,-1398.44,Housing
2024-11-25,Target,-293.67,Shopping
2024-11-25,Southwest Airlines,-1498.23,Travel
2024-11-26,Sprouts,-102.78,Groceries
2024-11-26,In-N-Out Burger,-21.61,Dining
2024-11-26,Tidal,-54.02,Entertainment
2024-11-27,Safeway,-157.61,Groceries
2024-11-27,Chick-fil-A,-50.06,Dining
2024-11-27,Home Warranty,-3392.36,Housing
2024-11-27,Resort Fees,-1123.65,Travel
2024-11-27,TD Ameritrade,-1884.78,Investments
2024-11-28,American Airlines,-1818.42,Travel
2024-11-30,HOA Fees,-1527.15,Housing
2024-12-03,Live Nation,-91.96,Entertainment
2024-12-03,Supplement Store,-21.43,Fitness
2024-12-03,Booking.com,-667.01,Travel
2024-12-04,Concert Tickets,-67.44,Entertainment
2024-12-06,Nordstrom,-93.5,Shopping
2024-12-07,Subway,-72.97,Dining
2024-12-08,Nordstrom,-145.24,Shopping
2024-12-09,Pizza Hut,-19.5,Dining
2024-12-09,Duke Energy,-160.93,Utilities
2024-12-11,Jiffy Lube,-26.37,Transportation
2024-12-13,Amazon Prime,-80.14,Entertainment
2024-12-13,Vanguard,-113.96,Investments
2024-12-15,Gym Membership,-115.69,Fitness
2024-12-15,Robinhood,-255.76,Investments
2024-12-17,Nordstrom,-272.79,Shopping
2024-12-17,Marshalls,-126.3,Shopping
2024-12-17,Robinhood,-1315.5,Investments
2024-12-18,YouTube Premium,-74.63,Entertainment
2024-12-18,Kayak,-977.56,Travel
2024-12-19,Wegmans,-157.15,Groceries
2024-12-20,Hilton,-1935.79,Travel
2024-12-24,Taxi Service,-157.59,Transportation
2024-12-24,BP,-145.51,Transportation
2024-12-25,Food Lion,-151.33,Groceries
2024-12-25,Under Armour,-164.68,Fitness
2024-12-27,Gap,-272.43,Shopping
2024-12-27,Walmart,-142.45,Shopping
2024-12-28,Equinox,-136.16,Fitness
2024-12-28,401(k) Contribution,-1769.72,Investments
2024-12-29,Burger King,-25.28,Dining
2024-12-29,Avis,-122.85,Transportation
2024-12-30,Burger King,-36.25,Dining
2024-12-30,Home Insurance,-2312.23,Housing
2025-01-01,Save-A-Lot,-170.57,Groceries
2025-01-01,Resort Fees,-1581.87,Travel
2025-01-02,Publix,-34.5,Groceries
2025-01-02,VRBO,-1739.73,Travel
2025-01-02,Coinbase,-1917.3,Investments
2025-01-05,Personal Trainer,-131.96,Fitness
2025-01-08,Amazon,-192.27,Shopping
2025-01-08,Gap,-271.85,Shopping
2025-01-08,Dish Network,-191.56,Utilities
2025-01-09,Local Restaurant,-48.73,Dining
2025-01-10,Etsy,-237.44,Shopping
2025-01-12,Local Restaurant,-41.05,Dining
2025-01-12,Burger King,-60.5,Dining
2025-01-13,Chick-fil-A,-16.78,Dining
2025-01-13,Spectrum,-104.86,Utilities
2025-01-14,Panda Express,-17.67,Dining
2025-01-14,Lowe's,-254.26,Shopping
2025-01-15,KFC,-49.5,Dining
2025-01-15,Hertz,-72.38,Transportation
2025-01-20,Kayak,-1014.04,Travel
2025-01-21,Xfinity,-168.84,Utilities
2025-01-22,Aldi,-24.65,Groceries
2025-01-27,Wealthfront,-1662.7,Investments
2025-01-29,McDonald's,-23.12,Dining
2025-01-29,Amtrak,-144.71,Transportation
2025-02-01,Starbucks,-56.97,Dining
2025-02-01,Applebee's,-17.47,Dining
2025-02-02,Home Warranty,-3112.39,Housing
2025-02-02,TD Ameritrade,-1749.21,Investments
2025-02-03,Etsy,-151.87,Shopping
2025-02-05,Gap,-53.27,Shopping
2025-02-05,Stock Purchase,-257.41,Investments
2025-02-06,Gas Bill,-295.49,Utilities
2025-02-07,Ticketmaster,-43.89,Entertainment
2025-02-07,Hertz,-106.04,Transportation
2025-02-07,Stock Purchase,-1363.13,Investments
2025-02-09,Local Restaurant,-52.8,Dining
2025-02-09,Planet Fitness,-183.93,Fitness
2025-02-09,TD Ameritrade,-1941.46,Investments
2025-02-10,HBO Max,-29.59,Entertainment
2025-02-13,Wayfair,-197.55,Shopping
2025-02-13,401(k) Contribution,-1441.0,Investments
2025-02-16,Lowe's,-295.86,Shopping
2025-02-17,ShopRite,-193.46,Groceries
2025-02-19,Wealthfront,-1076.75,Investments
2025-02-22,Peacock,-40.42,Entertainment
2025-02-24,Gym Membership,-154.96,Fitness
2025-02-24,VRBO,-340.69,Travel
2025-02-24,TD Ameritrade,-1672.28,Investments
2025-02-25,Taco Bell,-30.15,Dining
2025-02-26,Hulu,-95.4,Entertainment
2025-03-01,Trader Joe's,-188.6,Groceries
2025-03-01,Patreon,-35.55,Subscriptions
2025-03-03,Best Buy,-47.63,Shopping
2025-03-03,Water Service,-243.67,Utilities
2025-03-07,Burger King,-17.25,Dining
2025-03-08,Chipotle,-42.44,Dining
2025-03-10,Apple TV+,-144.19,Entertainment
2025-03-10,Kindle Unlimited,-22.35,Subscriptions
2025-03-15,Xfinity,-172.65,Utilities
2025-03-16,Sports League Fees,-49.0,Fitness
2025-03-16,Vacation Rental,-1940.84,Travel
2025-03-17,Meijer,-148.44,Groceries
2025-03-17,Concert Tickets,-37.27,Entertainment
2025-03-18,Local Restaurant,-56.92,Dining
2025-03-19,Ticketmaster,-14.07,Entertainment
2025-03-20,Hulu,-35.97,Entertainment
2025-03-21,Taco Bell,-19.34,Dining
2025-03-21,Bed Bath & Beyond,-268.7,Shopping
2025-03-21,Lowe's,-175.76,Shopping
2025-03-25,Mutual Fund,-726.16,Investments
2025-03-26,Parking,-41.3,Transportation
2025-03-27,Kroger,-69.03,Groceries
2025-03-27,Pizza Hut,-67.21,Dining
2025-03-27,ETF Purchase,-966.51,Investments
2025-03-28,Chick-fil-A,-71.4,Dining
2025-03-30,AutoZone,-162.57,Transportation
2025-03-31,Dave & Buster's,-65.74,Entertainment
2025-03-31,Cruise Line,-1100.63,Travel
2025-04-02,Concert Tickets,-143.62,Entertainment
2025-04-02,Amazon Prime,-31.71,Subscriptions
2025-04-04,Kroger,-30.84,Groceries
2025-04-07,Applebee's,-57.18,Dining
2025-04-07,Wayfair,-280.86,Shopping
2025-04-07,Kayak,-216.67,Travel
2025-04-08,Hotels.com,-508.27,Travel
2025-04-10,Nordstrom,-226.89,Shopping
2025-04-11,Best Buy,-146.19,Shopping
2025-04-12,YouTube Premium,-125.23,Entertainment
2025-04-04,Transfer to Savings,-0.0,Savings
