date,description,amount,category
2025-02-06,Food Lion,-131.71,Groceries
2025-02-07,Wendy's,-8.4,Dining
2025-02-08,Regal Cinemas,-72.11,Entertainment
2025-02-10,Five Guys,-30.36,Dining
2025-02-11,AutoZone,-133.76,Transportation
2025-02-11,Supplement Store,-55.03,Fitness
2025-02-12,Personal Trainer,-50.52,Fitness
2025-02-13,Shell,-94.42,Transportation
2025-02-15,Hulu,-134.48,Entertainment
2025-02-17,Toll Roads,-69.39,Transportation
2025-02-18,Applebee's,-21.04,Dining
2025-02-20,Paramount+,-31.2,Entertainment
2025-02-22,Hobby Lobby,-150.35,Shopping
2025-02-24,Exxon,-109.97,Transportation
2025-02-26,Taxi Service,-221.53,Transportation
2025-02-27,Pizza Hut,-63.75,Dining
2025-02-27,Marriott,-194.23,Travel
2025-03-03,Kroger,-70.05,Groceries
2025-03-03,Amtrak,-50.49,Transportation
2025-03-05,Mortgage,-1274.25,Housing
2025-03-07,Pizza Hut,-10.01,Dining
2025-03-08,Peacock,-112.9,Entertainment
2025-03-09,Olive Garden,-28.8,Dining
2025-03-14,Dunkin' Donuts,-53.92,Dining
2025-03-14,Newegg,-147.09,Shopping
2025-03-15,Five Guys,-73.4,Dining
2025-03-17,Whole Foods,-26.26,Groceries
2025-03-17,Amazon,-90.37,Shopping
2025-03-18,Food Lion,-21.99,Groceries
2025-03-18,Starbucks,-69.45,Dining
2025-03-22,TJ Maxx,-21.09,Shopping
2025-03-22,Airline Tickets,-123.63,Transportation
2025-03-23,Dropbox,-30.13,Subscriptions
2025-03-25,Wendy's,-37.2,Dining
2025-03-25,Medium,-31.0,Subscriptions
2025-03-26,Verizon,-297.35,Utilities
2025-03-28,Audible,-19.07,Subscriptions
2025-03-30,Amazon Prime,-16.93,Entertainment
2025-03-31,IKEA,-275.47,Shopping
2025-04-01,Water Service,-143.63,Utilities
2025-04-02,Ticketmaster,-44.65,Entertainment
2025-04-05,Costco,-98.14,Groceries
2025-04-06,Trader Joe's,-164.01,Groceries
2025-04-06,Apple Music,-45.19,Entertainment
2025-04-06,Cleaning Service,-1092.32,Housing
2025-04-07,Save-A-Lot,-91.64,Groceries
2025-04-08,Panera Bread,-38.74,Dining
2025-04-08,Supplement Store,-69.65,Fitness
2025-04-10,Walmart,-40.05,Shopping
2025-04-10,T-Mobile,-182.27,Utilities
2025-04-10,Kindle Unlimited,-27.33,Subscriptions
2025-04-11,Dunkin' Donuts,-52.08,Dining
2025-03-17,Transfer to Savings,-0.0,Savings
